boardId,url,timestamp,isQuery
o9J_lwMyp0I=,https://www.google.com/search?q=environmental+impact+of+covid+19&sxsrf=AOaemvKqFzR2OklqA1y9gTkLglsrTegbcQ%3A1631894750846&source=hp&ei=3rxEYe2EMfXT1sQPkJy4iA0&iflsig=ALs-wAMAAAAAYUTK7n2QzhrMLNe8lswDJNnQ0INmWx2W&oq=environmental+impact+of+co&gs_lcp=Cgdnd3Mtd2l6EAMYADIFCAAQywEyBQgAEMsBMgUIABDLATIFCAAQywEyBQgAEMsBMgUIABDLATIFCAAQywEyBQgAEMsBMgUIABDLATIFCAAQywE6BwgjEOoCECc6BAgjECc6BQgAEIAEOgsILhCABBDHARDRAzoECAAQQzoLCC4QgAQQxwEQowI6CwguEMcBEK8BEMsBOgsILhDHARDRAxDLAToLCC4QxwEQowIQywFQi8xTWNbpU2CD8FNoAHAAeACAAZUDiAGiGpIBCDAuMjYuNC0xmAEAoAEBsAEK&sclient=gws-wiz,2021-09-17 16:28:47.910522,True
o9J_lwMyp0I=,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7498239/#:~:text=The%20global%20disruption%20caused%20by,parts%20of%20the%20world.",2021-09-17 16:28:55.124939,False
o9J_lwMyp0I=,https://www.eea.europa.eu/highlights/impact-of-covid-19-lockdown,2021-09-17 16:29:08.879069,False
o9J_lwMyp0I=,https://www.nationalgeographic.com/science/article/why-covid-19-will-end-up-harming-the-environment,2021-09-17 16:29:12.340369,False
o9J_lwMyp0I=,https://www.genevaenvironmentnetwork.org/resources/updates/updates-on-covid-19-and-the-environment/,2021-09-17 16:29:36.344485,False
o9J_lwMyp0I=,https://publichealth.jhu.edu/2021/the-environmental-toll-of-fighting-covid-19,2021-09-17 16:29:40.911743,False
o9J_lwMyp0I=,https://scholar.google.com/scholar?q=environmental+impact+of+covid+19&hl=nl&as_sdt=0&as_vis=1&oi=scholart,2021-09-17 16:29:43.494996,False
o9J_lwMyp0I=,https://link.springer.com/article/10.1007/s11869-020-00894-8,2021-09-17 16:29:55.133235,False
o9J_lwMyp0I=,https://www.sciencedirect.com/science/article/pii/S0048969720323871?casa_token=eT941SK3XKgAAAAA:0K0gyYu4QHW_M_HvEbkgRG8VPSOXYJTqLNBpGlPB9HKLHlVSbWuA6Hr8wPaA_BT4YijVBbJZ,2021-09-17 16:30:16.228615,False
o9J_lwMyp0I=,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7498239/,2021-09-17 16:30:22.271416,False
o9J_lwMyp0I=,https://www.genevaenvironmentnetwork.org/resources/updates/updates-on-covid-19-and-the-environment/#scroll-nav__2,2021-09-17 16:39:42.910293,False
o9J_lwMyp0I=,https://eecentre.org/covid-19/,2021-09-17 16:40:02.813529,False
o9J_lwMyp0I=,https://unece.org/covid-19-environment-and-climate-change,2021-09-17 16:40:12.618288,False
o9J_lwMyp0I=,https://publichealth.jhu.edu/2020/how-indoor-ventilation-systems-can-help-prevent-or-permit-the-spread-of-covid-19,2021-09-17 16:46:48.199649,False
o9J_lwMyp0I=,https://link.springer.com/article/10.1007/s11869-020-00894-8#Sec2,2021-09-17 16:48:31.364909,False
o9J_lwMyp0I=,https://www.tandfonline.com/doi/pdf/10.1080/20008686.2020.1768023,2021-09-17 16:52:23.216785,False
o9J_lwMyp0I=,https://www.google.com/search?q=Environmental+racism+Environmental+Impacts+of+COVID-19,2021-09-17 16:56:27.546971,True
o9J_lwMyp0I=,"https://www.nature.com/articles/d41586-020-01453-y#:~:text=It's%20also%20true%20that%20marginalized,infections%20such%20as%20the%20coronavirus.",2021-09-17 16:56:36.232233,False
o9J_lwMyp0I=,https://www.nature.com/articles/d41586-020-01453-y,2021-09-17 16:57:15.318562,False
o9J_lwMyp0I=,https://www.google.com/search?q=Post-covid+Green+Recovery+Environmental+Impacts+of+COVID-19,2021-09-17 16:58:17.872410,True
o9J_lwMyp0I=,https://www.oecd.org/coronavirus/en/themes/green-recovery,2021-09-17 16:58:25.315912,False
o9J_lwMyp0I=,https://www.google.com/search?q=Waste+management+policies+Environmental+Impacts+of+COVID-19,2021-09-17 16:59:31.474193,True
o9J_lwMyp0I=,https://www.science.org/doi/10.1126/science.abc7778,2021-09-17 16:59:36.744633,False
o9J_lwMyp0I=,https://wedocs.unep.org/bitstream/handle/20.500.11822/34542/PNP_en.pdf?sequence=1&isAllowed=y,2021-09-17 17:00:49.110895,False
o9J_lwMyp0I=,https://www.google.com/search?q=Vaccine+transportation+Environmental+Impacts+of+COVID-19,2021-09-17 17:03:15.252394,True
o9J_lwMyp0I=,https://www.politico.eu/article/mass-coronavirus-vaccinations-environmental-impact-climate-change/,2021-09-17 17:03:18.905709,False
o9J_lwMyp0I=,https://www.google.com/search?q=Business+Act+on+Climate+Pledge+Environmental+Impacts+of+COVID-19,2021-09-17 17:06:17.310254,True
o9J_lwMyp0I=,https://www.brookings.edu/research/how-biden-and-congress-can-use-covid-related-corporate-stimulus-to-boost-climate-resilience/,2021-09-17 17:06:23.027886,False
o9J_lwT0kWk=,https://www.google.com/search?q=space+travel&oq=space+travel&aqs=chrome..69i57j0i512j46i512j0i512l7.2967j0j4&sourceid=chrome&ie=UTF-8,2021-09-17 19:41:28.958259,True
o9J_lwT0kWk=,https://aerospace.org/article/brief-history-space-exploration,2021-09-17 19:42:03.486460,False
o9J_lwT0kWk=,https://www.google.com/search?q=future+of+space+travel&oq=future+of+space+travel&aqs=chrome..69i57j0i19l6j0i19i22i30i395l3.7064j1j4&sourceid=chrome&ie=UTF-8,2021-09-17 19:45:43.635124,True
o9J_lwT0kWk=,https://www.nationalgeographic.com/science/article/future-spaceflight,2021-09-17 19:45:48.641094,False
o9J_lwT0kWk=,https://www.google.com/search?q=Virgin+Galactic+Futurization+of+Space+Travel,2021-09-17 19:47:14.867610,True
o9J_lwT0kWk=,https://www.nationalgeographic.com/science/article/what-virgin-galactic-milestone-flight-means-for-the-future-of-tourists-in-space,2021-09-17 19:47:29.156539,False
o9J_lwT0kWk=,https://www.google.com/search?q=Sub-orbital+space+tourism+Futurization+of+Space+Travel,2021-09-17 19:57:43.344528,True
o9J_lwT0kWk=,https://www.google.com/search?q=Billionaire+space+race+Futurization+of+Space+Travel,2021-09-17 19:57:56.813377,True
o9J_lwT0kWk=,https://www.forbes.com/sites/forbestechcouncil/2021/09/14/why-the-billionaire-space-race-is-a-good-thing/?sh=1b39d5742899,2021-09-17 20:01:52.265982,False
o9J_lwT0kWk=,https://www.forbes.com/sites/forbestechcouncil/2021/09/14/why-the-billionaire-space-race-is-a-good-thing/,2021-09-17 20:01:52.422402,False
o9J_lwT0kWk=,https://www.space.com/future-of-space-tourism-op-ed,2021-09-17 20:16:58.332185,False
o9J_lwT0kWk=,https://www.google.com/search?q=Outer+Space+Treaty+Futurization+of+Space+Travel,2021-09-17 20:19:18.468496,True
o9J_lwT0kWk=,https://www.unoosa.org/oosa/en/ourwork/spacelaw/treaties/introouterspacetreaty.html,2021-09-17 20:19:24.874059,False
o9J_lwT45Gc=,https://www.google.com/search?q=environmental+impacts+of+covid+19&source=hp&ei=Y4FHYZrLPNm95OUPk6-XiAs&iflsig=ALs-wAMAAAAAYUePdO1vAICM744Itd36VK2WjX_qDUcT&oq=environmental+impacts+of+covid+19&gs_lcp=Cgdnd3Mtd2l6EAMyBQgAEIAEMggIABAWEAoQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeMggIABAWEAoQHjIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjoUCC4QgAQQsQMQgwEQxwEQ0QMQkwI6EQguEIAEELEDEIMBEMcBENEDOg4ILhCABBCxAxDHARDRAzoICAAQgAQQsQM6CwgAEIAEELEDEIMBOggILhCxAxCDAToLCC4QgAQQxwEQowI6CAgAELEDEIMBOggILhCABBCxAzoLCC4QgAQQsQMQgwE6CwguEIAEEMcBEK8BOgsILhCxAxDHARCjAjoFCC4QgAQ6BwgAELEDEAo6BwgAEIAEEAo6CgguEMcBEK8BEAo6DQguELEDEMcBENEDEAo6DQguELEDEMcBEKMCEAo6BAgAEAo6DgguEIAEELEDEMcBEKMCOggIABCABBDJAzoFCAAQkgM6BAgAEA06BwgAELEDEA1Q680YWIWaGWDEoBloBnAAeACAAaoBiAG6HJIBBDMxLjiYAQCgAQE&sclient=gws-wiz&ved=0ahUKEwjaiOCw1YvzAhXZHrkGHZPXBbEQ4dUDCAk&uact=5,2021-09-19 18:35:50.167632,True
